Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1661.6931960784314
FDW14,OUT017,1412.1562050420166
NCN55,OUT010,584.7577647727275
FDQ58,OUT017,2222.6712822580644
FDY38,OUT027,6280.890880000001
FDH56,OUT046,1922.1493817142853
FDL48,OUT018,713.858654545455
FDC48,OUT027,2517.882088484848
FDN33,OUT045,1559.3429752688166
FDA36,OUT017,2778.9892779999996
FDT44,OUT017,1922.1493817142853
FDQ56,OUT045,1412.1562050420166
NCC54,OUT019,584.7577647727275
FDU11,OUT049,2149.648248214286
DRL59,OUT013,713.858654545455
FDM24,OUT049,2490.5268867052023
FDI57,OUT045,2863.7009142857146
DRC12,OUT018,3059.616388811188
NCM42,OUT027,3242.0620715328487
FDA46,OUT010,482.69954262295073
FDA31,OUT013,2851.631695876289
NCJ31,OUT035,3735.245702941177
FDG52,OUT046,798.217603539823
NCL19,OUT019,281.4820818181818
FDS10,OUT035,3387.2047231707306
FDX22,OUT010,584.7577647727275
NCF19,OUT035,798.217603539823
NCE06,OUT046,2222.6712822580644
DRC27,OUT046,3855.120547976877
FDE21,OUT035,1922.1493817142853
NCR42,OUT019,92.67548155339803
FDX51,OUT018,3059.616388811188
NCR06,OUT018,507.04640366972484
FDU31,OUT027,5329.314724444443
FDU59,OUT017,2611.4595423423425
FDR03,OUT027,5329.314724444443
FDS49,OUT027,2517.882088484848
FDD48,OUT010,281.4820818181818
NCF18,OUT017,3216.79145106383
NCD43,OUT027,2517.882088484848
NCD54,OUT018,1752.2524400000002
FDY19,OUT010,281.4820818181818
NCY54,OUT017,2851.631695876289
NCL19,OUT018,2232.8470218487387
FDP23,OUT010,584.7577647727275
FDC26,OUT013,1548.68615221239
FDR14,OUT010,165.91858165137614
NCS41,OUT035,3387.2047231707306
FDF41,OUT035,3735.245702941177
FDU34,OUT046,2149.648248214286
DRH11,OUT046,842.2509434554976
FDM03,OUT013,1548.68615221239
FDS31,OUT017,3387.2047231707306
FDJ20,OUT017,2149.648248214286
FDV44,OUT027,5329.314724444443
FDG02,OUT049,2778.9892779999996
FDA09,OUT013,2851.631695876289
FDT04,OUT013,507.04640366972484
FDL58,OUT019,584.7577647727275
FDE52,OUT045,1353.0650169014089
FDW12,OUT035,2490.5268867052023
FDL51,OUT017,3855.120547976877
NCY42,OUT027,3242.0620715328487
FDR07,OUT017,1559.3429752688166
FDN40,OUT045,2490.5268867052023
FDB35,OUT027,2517.882088484848
FDA22,OUT017,2611.4595423423425
NCL06,OUT046,4034.300306896551
FDI35,OUT013,3387.2047231707306
NCW42,OUT045,3855.120547976877
NCX06,OUT049,2568.332833644861
FDC37,OUT027,2517.882088484848
FDZ14,OUT018,1752.2524400000002
DRG49,OUT049,3855.120547976877
NCG06,OUT045,4034.300306896551
DRC36,OUT045,2851.631695876289
FDV21,OUT019,281.4820818181818
FDB53,OUT046,2660.9504030303037
DRP47,OUT019,584.7577647727275
FDA14,OUT013,2660.9504030303037
DRC24,OUT035,2660.9504030303037
FDW21,OUT018,1372.6884907407411
NCH29,OUT046,1559.3429752688166
FDU58,OUT013,3059.616388811188
FDY27,OUT017,2851.631695876289
FDV56,OUT035,1784.4287381818183
FDT59,OUT046,3662.465929999998
FDB23,OUT046,3662.465929999998
FDR49,OUT045,798.217603539823
FDB03,OUT010,584.7577647727275
FDN39,OUT045,2453.747700699301
FDX02,OUT027,5329.314724444443
FDQ16,OUT027,2517.882088484848
FDU35,OUT018,1372.6884907407411
NCT29,OUT013,2004.8618317073162
FDZ27,OUT046,798.217603539823
FDN57,OUT017,2309.200798000001
FDA03,OUT018,2232.8470218487387
FDZ36,OUT045,3387.2047231707306
NCU05,OUT013,1240.3673076086955
FDT39,OUT018,2232.8470218487387
FDK60,OUT017,1559.3429752688166
FDZ25,OUT017,2894.220710714287
FDG12,OUT046,2243.0981945945946
DRB01,OUT019,482.69954262295073
NCC43,OUT027,6280.890880000001
FDX13,OUT019,584.7577647727275
FDM22,OUT049,842.2509434554976
FDJ03,OUT027,1378.2631852760735
FDU14,OUT018,3327.9525829268273
FDB33,OUT010,346.8972837209302
FDP27,OUT046,3216.79145106383
FDO38,OUT010,165.91858165137614
FDE28,OUT027,6280.890880000001
FDO27,OUT035,1559.3429752688166
DRL23,OUT027,2517.882088484848
FDS28,OUT046,842.2509434554976
FDX24,OUT013,1460.740766972476
FDZ02,OUT035,1559.3429752688166
FDL46,OUT045,1827.8328454545451
FDS60,OUT027,5329.314724444443
NCO06,OUT017,583.8145788617886
FDO16,OUT035,1412.1562050420166
FDC60,OUT049,1412.1562050420166
FDA48,OUT018,3327.9525829268273
FDZ36,OUT027,5329.314724444443
FDK27,OUT045,1827.8328454545451
FDW23,OUT018,507.04640366972484
FDM14,OUT018,1372.6884907407411
FDM14,OUT013,1661.6931960784314
FDW60,OUT018,2851.631695876289
FDE21,OUT013,1922.1493817142853
NCM42,OUT035,1879.054049999999
FDY59,OUT010,219.2185209302326
DRI49,OUT049,1240.3673076086955
FDT28,OUT019,346.8972837209302
FDQ22,OUT018,507.04640366972484
FDR60,OUT049,1240.3673076086955
FDC50,OUT019,219.2185209302326
FDV24,OUT013,2490.5268867052023
DRF48,OUT010,482.69954262295073
FDQ47,OUT046,583.8145788617886
DRN36,OUT049,1559.3429752688166
NCY06,OUT035,2004.8618317073162
FDE52,OUT035,1353.0650169014089
NCB54,OUT045,1827.8328454545451
NCF31,OUT035,2490.5268867052023
FDJ08,OUT027,5329.314724444443
NCC07,OUT017,1661.6931960784314
NCD19,OUT027,1378.2631852760735
FDL46,OUT049,2004.8618317073162
FDM20,OUT045,4332.779102857144
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.30403265306
NCH07,OUT018,2232.8470218487387
FDS23,OUT013,2149.648248214286
FDO49,OUT018,713.858654545455
FDS35,OUT049,1103.1862133333336
DRK39,OUT045,1412.1562050420166
DRI39,OUT049,842.2509434554976
FDV04,OUT017,2222.6712822580644
NCN14,OUT035,3387.2047231707306
FDH08,OUT013,3662.465929999998
FDS20,OUT046,3387.2047231707306
FDV40,OUT049,1103.1862133333336
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.882088484848
FDK44,OUT049,2568.332833644861
FDS48,OUT045,2660.9504030303037
FDK26,OUT010,482.69954262295073
FDD23,OUT045,3059.616388811188
NCH54,OUT017,2894.220710714287
NCP14,OUT010,219.2185209302326
FDM60,OUT010,92.67548155339803
FDV24,OUT017,2490.5268867052023
FDH08,OUT018,3327.9525829268273
FDS12,OUT027,3242.0620715328487
FDR39,OUT027,5329.314724444443
FDP12,OUT027,1378.2631852760735
DRF60,OUT027,6280.890880000001
FDC09,OUT035,1784.4287381818183
FDF50,OUT018,3216.79145106383
FDG28,OUT035,3855.120547976877
NCE19,OUT017,842.2509434554976
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1548.68615221239
FDF32,OUT035,2863.7009142857146
FDF11,OUT013,3662.465929999998
DRI59,OUT049,4332.779102857144
NCG54,OUT035,2894.220710714287
FDM44,OUT046,1661.6931960784314
FDT57,OUT018,3327.9525829268273
FDV24,OUT046,2490.5268867052023
FDI50,OUT019,584.7577647727275
FDS09,OUT035,713.858654545455
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3216.79145106383
FDZ56,OUT046,2894.220710714287
FDZ40,OUT019,165.91858165137614
FDS46,OUT027,3242.0620715328487
DRD24,OUT045,1827.8328454545451
FDV45,OUT017,3059.616388811188
FDL26,OUT045,2894.220710714287
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,1922.1493817142853
FDM20,OUT049,4332.779102857144
FDO16,OUT017,1412.1562050420166
FDL03,OUT035,3059.616388811188
FDE58,OUT046,1922.1493817142853
FDI02,OUT027,3242.0620715328487
NCC55,OUT019,92.67548155339803
FDR03,OUT018,3327.9525829268273
FDB14,OUT017,1460.740766972476
FDR45,OUT013,4332.779102857144
NCN07,OUT017,2243.0981945945946
FDM51,OUT019,219.2185209302326
FDT52,OUT027,6280.890880000001
FDL26,OUT046,2660.9504030303037
NCZ42,OUT046,3662.465929999998
DRI47,OUT019,346.8972837209302
FDW40,OUT013,2309.200798000001
FDN34,OUT046,2894.220710714287
FDS01,OUT035,2851.631695876289
NCG55,OUT045,1827.8328454545451
FDC11,OUT035,1353.0650169014089
FDX35,OUT018,3327.9525829268273
NCB06,OUT046,2894.220710714287
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1559.3429752688166
FDY45,OUT013,4433.30403265306
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1559.3429752688166
FDW21,OUT045,1879.054049999999
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1784.4287381818183
NCW17,OUT017,2243.0981945945946
NCK54,OUT046,1922.1493817142853
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3104.1898299065438
FDD08,OUT010,92.67548155339803
NCO07,OUT017,3662.465929999998
