Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1644.7549775374798
FDW14,OUT017,1361.6541079544522
NCN55,OUT010,571.46796801269
FDQ58,OUT017,2455.132554244666
FDY38,OUT027,5844.429944359753
FDH56,OUT046,1933.633834788057
FDL48,OUT018,759.065445517792
FDC48,OUT027,2149.285427456726
FDN33,OUT045,1517.7444714431322
FDA36,OUT017,3101.7570992849646
FDT44,OUT017,1913.8019150612633
FDQ56,OUT045,1359.2102632513229
NCC54,OUT019,572.1276096899215
FDU11,OUT049,2034.2701282393962
DRL59,OUT013,886.9172578090121
FDM24,OUT049,2461.7143032978083
FDI57,OUT045,3045.719715927092
DRC12,OUT018,2942.3490166841484
NCM42,OUT027,2917.8779405731343
FDA46,OUT010,506.69056099792465
FDA31,OUT013,2830.978813150775
NCJ31,OUT035,3892.833613876692
FDG52,OUT046,792.9092991171367
NCL19,OUT019,286.07156795372316
FDS10,OUT035,2975.357812396078
FDX22,OUT010,565.5590000857119
NCF19,OUT035,762.9203584396502
NCE06,OUT046,2552.701808409836
DRC27,OUT046,3948.9667840827196
FDE21,OUT035,1953.1629710078726
NCR42,OUT019,132.12131684301693
FDX51,OUT018,2990.5438970178866
NCR06,OUT018,617.8242173474323
FDU31,OUT027,5844.429944359753
FDU59,OUT017,2537.3843638458334
FDR03,OUT027,5844.429944359753
FDS49,OUT027,2063.0335269596826
FDD48,OUT010,270.02527421112666
NCF18,OUT017,3033.298699492894
NCD43,OUT027,2852.2000324417036
NCD54,OUT018,2113.4067156851906
FDY19,OUT010,270.6665394211103
NCY54,OUT017,2859.8853296440293
NCL19,OUT018,2444.787334396809
FDP23,OUT010,569.3911253652825
FDC26,OUT013,1738.856316607427
FDR14,OUT010,132.12131684301693
NCS41,OUT035,3121.1880207801296
FDF41,OUT035,3955.6563122651573
FDU34,OUT046,2053.3816682779707
DRH11,OUT046,940.8013505894736
FDM03,OUT013,1649.1001801368961
FDS31,OUT017,3058.0964992978697
